iter	Logloss
744	0.1717263343
745	0.1715710486
746	0.171416368
747	0.1713089487
748	0.1711641052
749	0.1710109368
750	0.1708412296
751	0.1707328851
752	0.1706600342
753	0.1704754359
754	0.1702458013
755	0.1700778226
756	0.1698991049
757	0.1697631027
758	0.1696614616
759	0.1695566295
760	0.1693309871
761	0.1692419222
762	0.169057127
763	0.1689499459
764	0.1687375977
765	0.1685446501
766	0.1683750348
767	0.1682393909
768	0.1680996091
769	0.1679457895
770	0.1678891775
771	0.1677522431
772	0.1675768579
773	0.1674180088
774	0.1673088833
775	0.1672207754
776	0.1670748387
777	0.1669748995
778	0.1668674264
779	0.1666933379
780	0.1665467877
781	0.1664047888
782	0.1662497183
783	0.166156215
784	0.166031929
785	0.1659889103
786	0.1658195398
787	0.165559875
788	0.1654350393
789	0.1653379492
790	0.1652550746
791	0.1650553061
792	0.1649349837
793	0.1647568565
794	0.164713298
795	0.1645568975
796	0.1643372483
797	0.1641759306
798	0.1639844208
799	0.1638429049
800	0.1637622874
801	0.1635862868
802	0.1633386833
803	0.1631588217
804	0.1630106366
805	0.1627662052
806	0.1626090637
807	0.1624056031
808	0.162256871
809	0.1620330237
810	0.1618777073
811	0.1616803411
812	0.1614937711
813	0.1614025954
814	0.1612389078
815	0.1611270986
816	0.1610185671
817	0.1608761194
818	0.1606946881
819	0.1606061372
820	0.1603630623
821	0.1602260825
822	0.160052995
823	0.1599187224
824	0.1598418683
825	0.159694202
826	0.1595815085
827	0.1593579663
828	0.1591655422
829	0.1590617475
830	0.1589265066
831	0.1587936466
832	0.1587052984
833	0.1585667733
834	0.1584488384
835	0.158385095
836	0.1582462059
837	0.158077582
838	0.157865739
839	0.1577605402
840	0.1576455525
841	0.1576019394
842	0.1574677878
843	0.1574064526
844	0.1573655021
845	0.1572798728
846	0.1571457485
847	0.1569934986
848	0.1568505905
849	0.1567523986
850	0.1565597307
851	0.1564428186
852	0.1563609079
853	0.1562884047
854	0.1561513941
855	0.1558996985
856	0.1558231905
857	0.1556831562
858	0.1555566996
859	0.1555168327
860	0.1553906471
861	0.1552557907
862	0.1551240905
863	0.1549424627
864	0.1547149894
865	0.1546494128
866	0.1544640419
867	0.1543734232
868	0.1542614108
869	0.1540660649
870	0.153902057
871	0.153729019
872	0.1536202246
873	0.1534825211
874	0.1534100561
875	0.1533226916
876	0.1532405997
877	0.1531863294
878	0.1530680805
879	0.1529139117
880	0.1527957143
881	0.1526949196
882	0.1525475934
883	0.1524499479
884	0.1524030386
885	0.1522734536
886	0.1521518733
887	0.1521184638
888	0.1519942752
889	0.1518525811
890	0.1517393164
891	0.1516342563
892	0.1515442168
893	0.1514624574
894	0.1513332237
895	0.1512504768
896	0.1510577936
897	0.1509702455
898	0.1508969537
899	0.150729526
900	0.1506162571
901	0.150584051
902	0.1503114042
903	0.1501932226
904	0.1501085742
905	0.1499947954
906	0.1499635379
907	0.1498156046
908	0.14973923
909	0.149570633
910	0.1493435017
911	0.1492319197
912	0.1490853555
913	0.1488768549
914	0.1487689029
915	0.1486949484
916	0.1486001553
917	0.148470927
918	0.1484188351
919	0.1482152739
920	0.1481180057
921	0.1480129725
922	0.1479474974
923	0.1478596754
924	0.1477296338
925	0.1476215961
926	0.1475930229
927	0.1475044581
928	0.147376461
929	0.1472472587
930	0.1469988098
931	0.1468842926
932	0.1468025905
933	0.1467022551
934	0.1465921836
935	0.1464631282
936	0.1463712795
937	0.1462980893
938	0.146234309
939	0.1461198122
940	0.1460628096
941	0.1460100286
942	0.1458982306
943	0.1458011375
944	0.1456256586
945	0.1455058918
946	0.1453703862
947	0.145245991
948	0.1451315514
949	0.1448996757
950	0.1448346982
951	0.1447063137
952	0.1445569818
953	0.144349895
954	0.1442322927
955	0.1441411397
956	0.1440078467
957	0.1439116735
958	0.1438212956
959	0.1437424502
960	0.1436360905
961	0.1435458338
962	0.1434771849
963	0.1433715718
964	0.143316029
965	0.1432416143
966	0.1431344014
967	0.1430309243
968	0.142918427
969	0.1428475343
970	0.1427464138
971	0.1425829731
972	0.1424669271
973	0.1423317699
974	0.1422251379
975	0.1421158598
976	0.1420409018
977	0.1419445731
978	0.1418442372
979	0.1418034484
980	0.1417336361
981	0.1416602037
982	0.1415018102
983	0.1413901386
984	0.1413011869
985	0.1412199948
986	0.1411428635
987	0.1410406508
988	0.1409503851
989	0.1407920563
990	0.1406358618
991	0.1405053032
992	0.1404115491
993	0.1402832403
994	0.1402148149
995	0.1401437937
996	0.1400314796
997	0.1398512998
998	0.1397111526
999	0.1396603115
